date,window_start,true_label,pred_label,confidence,n_retrieved,method
2013-08-13,2013-05-15,bull,bull,1.0,5,rule_based_temporal_rag
2013-08-20,2013-05-22,bull,bull,1.0,5,rule_based_temporal_rag
2013-08-27,2013-05-30,bull,bull,1.0,5,rule_based_temporal_rag
2013-09-04,2013-06-06,bull,bull,1.0,5,rule_based_temporal_rag
2013-09-11,2013-06-13,bull,bull,1.0,5,rule_based_temporal_rag
2013-09-18,2013-06-20,bull,bull,1.0,5,rule_based_temporal_rag
2013-09-25,2013-06-27,bull,bull,1.0,5,rule_based_temporal_rag
2013-10-02,2013-07-05,bull,bull,1.0,5,rule_based_temporal_rag
2013-10-09,2013-07-12,bull,bull,1.0,5,rule_based_temporal_rag
2013-10-16,2013-07-19,bull,bull,1.0,5,rule_based_temporal_rag
2013-10-23,2013-07-26,bull,bull,1.0,5,rule_based_temporal_rag
2013-10-30,2013-08-02,bull,bull,1.0,5,rule_based_temporal_rag
2013-11-06,2013-08-09,bull,bull,1.0,5,rule_based_temporal_rag
2013-11-13,2013-08-16,bull,bull,1.0,5,rule_based_temporal_rag
2013-11-20,2013-08-23,bull,bull,1.0,5,rule_based_temporal_rag
2013-11-27,2013-08-30,bull,bull,1.0,5,rule_based_temporal_rag
2013-12-05,2013-09-09,bull,bull,1.0,5,rule_based_temporal_rag
2013-12-12,2013-09-16,bull,bull,1.0,5,rule_based_temporal_rag
2013-12-19,2013-09-23,bull,bull,1.0,5,rule_based_temporal_rag
2013-12-27,2013-09-30,bull,bull,1.0,5,rule_based_temporal_rag
2014-01-06,2013-10-07,bull,bull,1.0,5,rule_based_temporal_rag
2014-01-13,2013-10-14,bull,bull,0.8,5,rule_based_temporal_rag
2014-01-21,2013-10-21,bull,bull,0.6,5,rule_based_temporal_rag
2014-01-28,2013-10-28,bull,bull,1.0,5,rule_based_temporal_rag
2014-02-04,2013-11-04,bull,bull,1.0,5,rule_based_temporal_rag
2014-02-11,2013-11-11,bull,bull,1.0,5,rule_based_temporal_rag
2014-02-19,2013-11-18,bull,bull,1.0,5,rule_based_temporal_rag
2014-02-26,2013-11-25,bull,bull,1.0,5,rule_based_temporal_rag
2014-03-05,2013-12-03,bull,bull,1.0,5,rule_based_temporal_rag
2014-03-12,2013-12-10,bull,bull,1.0,5,rule_based_temporal_rag
2014-03-19,2013-12-17,bull,bull,1.0,5,rule_based_temporal_rag
2014-03-26,2013-12-24,bull,bull,1.0,5,rule_based_temporal_rag
2014-04-02,2014-01-02,bull,bull,1.0,5,rule_based_temporal_rag
2014-04-09,2014-01-09,bull,bull,1.0,5,rule_based_temporal_rag
2014-04-16,2014-01-16,bull,bull,1.0,5,rule_based_temporal_rag
2014-04-24,2014-01-24,bull,bull,1.0,5,rule_based_temporal_rag
2014-05-01,2014-01-31,bull,bull,0.6,5,rule_based_temporal_rag
2014-05-08,2014-02-07,bull,bull,1.0,5,rule_based_temporal_rag
2014-05-15,2014-02-14,bull,bull,1.0,5,rule_based_temporal_rag
2014-05-22,2014-02-24,bull,bull,1.0,5,rule_based_temporal_rag
